ID,Vic-Killed,Vic-Injured,Sus-Killed,Sus-Injured,Sus-Unharmed,Sus-Arrested,Characteristics
272623,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)
Drug Sales or Trafficking"
272553,0,1,0,0,0,0,"Shot - Wounded/Injured
Home Invasion
Home Invasion - Resident injured"
272538,1,1,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
272444,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
272439,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )"
272425,0,1,0,0,1,0,Shot - Wounded/Injured
272346,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Domestic Violence"
272337,0,1,0,0,0,0,Shot - Wounded/Injured
272335,0,1,0,0,0,0,Shot - Wounded/Injured
272331,0,0,0,1,1,0,"Shot - Wounded/Injured
Defensive Use
Defensive Use - Victim stops crime"
272322,2,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
272315,0,1,0,0,0,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
272263,0,1,0,0,0,0,Shot - Wounded/Injured
272254,0,1,0,0,1,1,Shot - Wounded/Injured
272221,0,1,0,0,0,0,Shot - Wounded/Injured
272207,1,0,0,0,3,0,"Shot - Dead (murder, accidental, or suicide)"
272144,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)
Armed robbery with injury/death and/or evidence of DGU found"
272130,0,0,0,1,0,0,"Shot - Wounded/Injured
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator shot"
272126,0,3,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
272089,0,1,0,0,0,0,Shot - Wounded/Injured
272059,0,1,0,0,1,1,"Shot - Wounded/Injured
Domestic Violence
Possession of gun by felon or prohibited person"
272057,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )"
272036,0,1,0,0,1,0,"Shot - Wounded/Injured
Defensive Use
Defensive Use - Victim stops crime
Concealed Carry License - Victim"
272024,0,1,0,0,0,0,Shot - Wounded/Injured
272013,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge"
272006,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Domestic Violence
Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )"
271962,0,3,0,0,0,0,"Shot - Wounded/Injured
Bar/club incident - in or around establishment"
271959,1,1,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
271957,1,0,0,0,0,2,"Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)"
271943,0,1,0,0,0,0,Shot - Wounded/Injured
271932,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
271928,0,0,0,1,0,0,"Shot - Wounded/Injured
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator shot"
271919,1,2,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Domestic Violence"
271892,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed"
271885,0,1,0,0,0,0,Shot - Wounded/Injured
271883,0,1,0,0,0,0,Shot - Wounded/Injured
271880,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)"
271878,0,1,0,0,0,0,Shot - Wounded/Injured
271875,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
271873,0,1,0,0,0,0,Shot - Wounded/Injured
271863,1,1,0,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
271829,0,2,0,0,0,0,"Shot - Wounded/Injured
Bar/club incident - in or around establishment"
271824,1,1,0,0,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
271768,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
271756,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Domestic Violence"
271749,0,1,0,0,0,0,Shot - Wounded/Injured
271731,0,1,0,0,1,1,Shot - Wounded/Injured
271723,0,1,0,0,0,0,Shot - Wounded/Injured
271719,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
271595,0,1,0,0,0,0,Shot - Wounded/Injured
271582,0,0,0,1,0,1,"Shot - Wounded/Injured
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator shot"
342135,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
284926,0,1,0,0,1,0,Shot - Wounded/Injured
284562,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge
Thought gun was unloaded"
279441,0,1,0,0,0,0,Shot - Wounded/Injured
279404,0,1,0,0,0,0,Shot - Wounded/Injured
276683,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)"
273188,0,1,0,0,0,0,Shot - Wounded/Injured
273058,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Playing with gun
Child Involved Incident
Child injured self"
273042,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
272953,0,1,0,0,0,0,Shot - Wounded/Injured
272919,0,1,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
272914,0,1,0,0,3,2,"Shot - Wounded/Injured
Gang involvement"
272432,0,0,0,1,0,1,"Shot - Wounded/Injured
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator shot
Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff"
272418,0,1,0,0,3,0,"Shot - Wounded/Injured
Home Invasion
Home Invasion - Resident injured
Armed robbery with injury/death and/or evidence of DGU found"
272400,0,1,0,0,2,2,"Shot - Wounded/Injured
Home Invasion
Home Invasion - Resident injured"
272378,0,1,0,0,3,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
272365,0,1,0,0,1,0,Shot - Wounded/Injured
272352,0,1,0,0,3,0,"Shot - Wounded/Injured
Home Invasion
Home Invasion - Resident injured"
272349,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Domestic Violence"
272341,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed"
272325,0,1,0,0,1,0,Shot - Wounded/Injured
272194,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
272186,0,1,0,0,0,0,Shot - Wounded/Injured
272183,0,1,0,0,0,0,Shot - Wounded/Injured
271889,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed"
271870,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge"
271822,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)"
271795,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff"
271766,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Drug Sales or Trafficking"
271743,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed"
271736,0,1,0,0,0,0,"Shot - Wounded/Injured
Bar/club incident - in or around establishment"
271710,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Domestic Violence"
271694,1,0,0,0,1,0,"Shot - Dead (murder, accidental, or suicide)"
271692,0,1,0,0,1,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Gang involvement"
271687,0,1,0,0,1,0,Shot - Wounded/Injured
271652,0,2,0,0,0,0,"Shot - Wounded/Injured
Officer Involved Incident
Officer Involved Shooting - Officer shot"
271646,1,0,0,0,2,1,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - Resident killed
Drug Sales or Trafficking
Armed robbery with injury/death and/or evidence of DGU found"
271576,0,1,0,0,0,0,Shot - Wounded/Injured
271574,0,1,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Gang involvement"
271531,0,1,0,0,2,0,"Shot - Wounded/Injured
Defensive Use
Defensive Use - Victim stops crime
Armed robbery with injury/death and/or evidence of DGU found"
271525,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Hunting accident"
271508,0,1,0,0,0,0,Shot - Wounded/Injured
271475,1,0,0,0,4,0,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - Resident killed"
271436,1,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide
Domestic Violence"
271395,0,1,0,0,0,0,Shot - Wounded/Injured
271302,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - subject/suspect/perpetrator killed
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator"
271267,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
271254,0,1,0,0,1,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
271249,0,1,0,0,1,0,Shot - Wounded/Injured
271243,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
271220,0,0,0,1,0,0,"Shot - Wounded/Injured
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Workplace shooting (disgruntled current or former employee)
Concealed Carry License - Victim
Concealed Carry License - Perpetrator"
271205,0,1,0,0,1,1,Shot - Wounded/Injured
271202,0,1,0,0,0,0,Shot - Wounded/Injured
271189,0,1,0,0,1,0,Shot - Wounded/Injured
271119,0,2,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental Shooting at a Business
Gun range/gun shop/gun show shooting"
271090,1,0,0,0,1,0,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge
Child Involved Incident
Child fired gun - non-child victim
Concealed Carry License - Victim"
271076,1,0,0,0,3,3,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - Resident killed
Drug Sales or Trafficking"
271059,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed"
271046,0,2,0,0,0,0,Shot - Wounded/Injured
271040,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
271012,0,1,0,0,1,1,"Shot - Wounded/Injured
Officer Involved Incident
Defensive Use
Drug Sales or Trafficking"
3040726,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)"
3040724,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
1435417,0,1,0,0,1,0,Shot - Wounded/Injured
284008,0,1,0,0,0,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge
Self-Inflicted (not suicide or suicide attempt - NO PERP)"
279904,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
277871,0,1,0,0,1,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
272968,2,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^"
272812,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Possession of gun by felon or prohibited person"
272413,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
272384,0,1,0,0,4,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
272376,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
272257,0,1,0,0,0,0,"Shot - Wounded/Injured
Home Invasion
Home Invasion - Resident injured"
272239,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)"
272181,0,1,0,0,0,0,Shot - Wounded/Injured
272151,1,2,0,0,2,2,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
272142,0,1,0,0,0,0,"Shot - Wounded/Injured
Child Involved Incident"
272120,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)
Armed robbery with injury/death and/or evidence of DGU found"
272114,0,1,0,0,0,0,Shot - Wounded/Injured
271900,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)
Drug Sales or Trafficking
Armed robbery with injury/death and/or evidence of DGU found"
271851,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - Resident killed"
271840,1,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Domestic Violence"
271805,0,0,1,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - subject/suspect/perpetrator killed
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator"
271660,0,1,0,0,1,1,Shot - Wounded/Injured
271547,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed"
271545,0,1,0,0,0,0,"Shot - Wounded/Injured
Gang involvement"
271541,0,1,0,0,0,0,Shot - Wounded/Injured
271422,1,0,0,0,3,3,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - Resident killed
Drug Sales or Trafficking"
271418,0,1,0,0,2,0,"Shot - Wounded/Injured
Home Invasion
Home Invasion - Resident injured
Armed robbery with injury/death and/or evidence of DGU found"
271412,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
271410,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - subject/suspect/perpetrator killed
Defensive Use
Defensive Use - Stand Your Ground/Castle Doctrine established"
271363,0,4,0,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)"
271361,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
271295,1,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide"
271280,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge"
271276,0,0,0,1,0,0,"Shot - Wounded/Injured
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator shot"
271208,0,1,0,0,1,1,Shot - Wounded/Injured
271199,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Domestic Violence"
271170,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
271145,0,1,0,0,0,0,Shot - Wounded/Injured
271136,1,1,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)"
271126,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
271109,0,1,0,0,3,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
271106,1,1,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drug Sales or Trafficking"
271100,0,1,0,0,0,0,Shot - Wounded/Injured
271097,0,1,0,0,0,0,Shot - Wounded/Injured
271095,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental/Negligent Discharge
Child Involved Incident
Child killed self"
271064,0,1,0,0,0,0,Shot - Wounded/Injured
271062,0,1,0,0,0,0,Shot - Wounded/Injured
271054,0,1,0,0,1,0,Shot - Wounded/Injured
271037,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Armed robbery with injury/death and/or evidence of DGU found"
271031,0,0,0,1,0,1,"Shot - Wounded/Injured
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator shot
Domestic Violence
Stolen/Illegally owned gun{s} recovered during arrest/warrant"
271029,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Domestic Violence"
270984,0,2,0,0,2,1,"Shot - Wounded/Injured
Home Invasion
Home Invasion - Resident injured
Armed robbery with injury/death and/or evidence of DGU found"
270962,1,0,0,0,2,0,"Shot - Dead (murder, accidental, or suicide)
Armed robbery with injury/death and/or evidence of DGU found"
270934,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
270926,1,1,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Armed robbery with injury/death and/or evidence of DGU found"
270916,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
270843,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Accidental/Negligent Discharge
Playing with gun"
270808,0,1,0,0,0,0,"Shot - Wounded/Injured
Home Invasion
Home Invasion - Resident injured"
270799,0,1,0,0,0,0,Shot - Wounded/Injured
270711,0,1,0,0,1,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
270708,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Armed robbery with injury/death and/or evidence of DGU found"
270704,0,1,0,0,0,0,Shot - Wounded/Injured
270693,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
270684,0,2,0,0,0,0,Shot - Wounded/Injured
270596,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - subject/suspect/perpetrator killed
Defensive Use
Defensive Use - Victim stops crime"
270585,1,0,0,0,0,1,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death
Playing with gun
Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )"
270557,1,1,0,0,1,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Domestic Violence"
270536,0,2,0,0,0,0,Shot - Wounded/Injured
270496,0,1,0,0,2,0,Shot - Wounded/Injured
270449,0,1,0,0,0,0,Shot - Wounded/Injured
270442,0,1,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
270411,0,1,0,0,0,0,Shot - Wounded/Injured
270372,0,1,0,0,2,2,Shot - Wounded/Injured
729541,1,0,0,0,2,1,"Shot - Dead (murder, accidental, or suicide)"
299085,0,1,0,0,1,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
280252,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
280010,0,1,0,0,0,0,Shot - Wounded/Injured
277239,0,1,0,0,1,1,Shot - Wounded/Injured
276484,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Drug Sales or Trafficking"
274181,0,1,0,0,0,0,Shot - Wounded/Injured
273419,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
273265,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
272852,1,0,0,0,2,0,"Shot - Dead (murder, accidental, or suicide)"
272087,0,1,0,0,0,0,"Shot - Wounded/Injured
Bar/club incident - in or around establishment"
271784,0,1,0,0,0,0,Shot - Wounded/Injured
271492,0,1,0,0,0,0,Shot - Wounded/Injured
271384,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Accidental Shooting
Accidental Shooting - Death"
271349,1,1,0,0,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
271325,0,1,0,0,1,0,Shot - Wounded/Injured
271312,0,1,0,0,1,0,Shot - Wounded/Injured
271187,0,1,0,0,0,0,"Shot - Wounded/Injured
Stolen/Illegally owned gun{s} recovered during arrest/warrant"
271122,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Road rage"
271010,0,0,0,1,0,0,"Shot - Wounded/Injured
Home Invasion
Home Invasion - subject/suspect/perpetrator injured
Defensive Use
Defensive Use - Victim stops crime"
270972,2,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide
Domestic Violence"
270954,0,1,0,0,0,0,Shot - Wounded/Injured
270951,0,1,0,0,0,0,Shot - Wounded/Injured
270949,0,1,0,0,0,0,Shot - Wounded/Injured
270936,2,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
270903,0,1,0,0,1,0,Shot - Wounded/Injured
270896,0,1,0,0,0,0,Shot - Wounded/Injured
270894,0,1,0,0,2,0,Shot - Wounded/Injured
270892,0,1,0,0,0,0,Shot - Wounded/Injured
270890,1,0,0,0,2,0,"Shot - Dead (murder, accidental, or suicide)"
270875,0,1,0,0,1,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
270866,0,1,0,0,0,0,Shot - Wounded/Injured
270845,1,0,0,0,1,0,"Shot - Dead (murder, accidental, or suicide)"
270836,0,1,0,0,0,0,Shot - Wounded/Injured
270831,0,1,0,0,1,0,Shot - Wounded/Injured
270829,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)"
270778,0,2,0,0,1,1,Shot - Wounded/Injured
270727,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)"
270718,0,0,0,1,0,0,"Shot - Wounded/Injured
Home Invasion
Home Invasion - subject/suspect/perpetrator injured
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator"
270706,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
270690,1,0,0,0,2,2,"Shot - Dead (murder, accidental, or suicide)"
270667,0,1,0,0,1,0,Shot - Wounded/Injured
270656,0,0,1,1,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Gun shop robbery or burglary"
270637,0,1,0,0,0,0,Shot - Wounded/Injured
270632,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
270627,0,0,0,1,0,0,"Shot - Wounded/Injured
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator shot"
270594,0,1,0,0,0,0,Shot - Wounded/Injured
270577,0,1,0,0,1,1,Shot - Wounded/Injured
270554,1,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide
Domestic Violence"
270551,0,2,0,0,0,0,Shot - Wounded/Injured
270529,0,1,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
270525,0,1,0,0,1,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
270514,1,0,0,0,2,0,"Shot - Dead (murder, accidental, or suicide)"
270512,0,1,0,0,1,1,Shot - Wounded/Injured
270503,0,0,1,0,1,1,"Shot - Dead (murder, accidental, or suicide)
Home Invasion
Home Invasion - subject/suspect/perpetrator killed
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator"
270472,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
270470,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
270444,0,2,0,0,0,0,Shot - Wounded/Injured
270440,0,1,0,0,0,0,Shot - Wounded/Injured
270425,0,1,0,0,0,0,Shot - Wounded/Injured
270418,2,1,0,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)"
270413,0,1,0,0,0,0,Shot - Wounded/Injured
270409,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Domestic Violence"
270407,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
270404,0,1,0,0,1,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
270392,0,1,0,0,0,0,Shot - Wounded/Injured
270388,0,1,0,0,2,0,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
270385,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
270379,1,0,0,0,1,1,"Shot - Dead (murder, accidental, or suicide)"
270352,1,2,0,0,1,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)"
270350,0,1,0,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)"
270346,0,3,0,0,0,0,Shot - Wounded/Injured
270343,0,1,0,0,1,0,Shot - Wounded/Injured
270339,0,1,0,0,1,1,"Shot - Wounded/Injured
Armed robbery with injury/death and/or evidence of DGU found"
270327,1,0,0,0,0,1,"Shot - Dead (murder, accidental, or suicide)
Domestic Violence"
270320,1,0,0,0,0,0,"Shot - Dead (murder, accidental, or suicide)"
270315,0,1,0,0,0,0,Shot - Wounded/Injured
270287,0,1,0,0,1,0,"Shot - Wounded/Injured
Domestic Violence"
270284,0,1,0,0,0,0,Shot - Wounded/Injured
270252,0,1,0,0,1,0,"Shot - Wounded/Injured
Accidental Shooting
Accidental Shooting - Injury
Accidental/Negligent Discharge"
270246,0,0,1,0,0,0,"Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - subject/suspect/perpetrator killed
Defensive Use
Defensive Use - Victim stops crime"
270232,0,1,0,0,2,0,Shot - Wounded/Injured
270193,0,1,0,0,0,0,Shot - Wounded/Injured
